iter	Passed	Remaining
534	6433	5591
535	6443	5578
536	6453	5563
537	6462	5549
538	6470	5534
539	6480	5520
540	6489	5505
541	6498	5491
542	6508	5477
543	6517	5463
544	6526	5448
545	6535	5434
546	6545	5420
547	6553	5405
548	6562	5390
549	6571	5376
550	6581	5363
551	6589	5348
552	6597	5332
553	6605	5317
554	6614	5303
555	6622	5288
556	6630	5273
557	6638	5258
558	6647	5243
559	6654	5228
560	6663	5214
561	6670	5198
562	6678	5183
563	6686	5168
564	6695	5154
565	6703	5140
566	6712	5126
567	6720	5111
568	6727	5096
569	6736	5082
570	6745	5067
571	6752	5052
572	6760	5038
573	6768	5023
574	6777	5009
575	6785	4995
576	6793	4980
577	6804	4968
578	6814	4954
579	6824	4942
580	6834	4928
581	6844	4915
582	6853	4901
583	6862	4888
584	6871	4874
585	6880	4861
586	6889	4847
587	6898	4833
588	6908	4820
589	6919	4808
590	6931	4796
591	6943	4785
592	6955	4773
593	6966	4761
594	6977	4749
595	6989	4737
596	6997	4723
597	7007	4710
598	7017	4697
599	7027	4684
600	7038	4673
601	7050	4661
602	7061	4649
603	7073	4637
604	7084	4625
605	7096	4613
606	7110	4603
607	7123	4593
608	7134	4580
609	7147	4569
610	7159	4558
611	7171	4546
612	7184	4535
613	7195	4523
614	7206	4511
615	7220	4500
616	7232	4489
617	7243	4477
618	7256	4466
619	7269	4455
620	7281	4443
621	7292	4432
622	7305	4420
623	7320	4411
624	7335	4401
625	7348	4390
626	7359	4377
627	7372	4366
628	7384	4355
629	7398	4345
630	7411	4334
631	7424	4323
632	7438	4312
633	7450	4301
634	7462	4289
635	7472	4276
636	7483	4264
637	7495	4253
638	7508	4241
639	7521	4230
640	7532	4218
641	7544	4207
642	7557	4196
643	7567	4183
644	7579	4171
645	7590	4159
646	7601	4147
647	7613	4135
648	7626	4124
649	7640	4113
650	7650	4101
651	7661	4089
652	7673	4077
653	7685	4066
654	7698	4054
655	7711	4043
656	7723	4032
657	7735	4020
658	7747	4009
659	7758	3996
660	7772	3986
661	7783	3974
662	7795	3962
663	7807	3950
664	7820	3939
665	7833	3928
666	7845	3917
667	7858	3905
668	7870	3894
669	7881	3882
670	7891	3869
671	7900	3856
672	7907	3842
673	7916	3828
674	7925	3816
675	7936	3803
676	7946	3791
677	7963	3782
678	7982	3773
679	7995	3762
680	8008	3751
681	8019	3739
682	8031	3727
683	8042	3715
684	8051	3702
685	8061	3690
686	8073	3678
687	8085	3666
688	8103	3657
689	8126	3650
690	8146	3642
691	8161	3632
692	8171	3620
693	8180	3607
694	8190	3594
695	8203	3583
696	8213	3570
697	8225	3558
698	8236	3546
699	8246	3534
700	8258	3522
701	8269	3510
702	8282	3498
703	8295	3487
704	8309	3476
705	8323	3466
706	8334	3454
707	8346	3442
708	8358	3430
709	8372	3419
710	8386	3408
711	8399	3397
712	8414	3387
713	8429	3376
714	8443	3365
715	8459	3355
716	8471	3343
717	8484	3332
718	8494	3319
719	8504	3307
720	8517	3295
721	8531	3284
722	8544	3273
723	8555	3261
724	8564	3248
725	8577	3237
726	8589	3225
727	8601	3213
728	8612	3201
729	8622	3189
730	8633	3176
731	8642	3164
732	8653	3151
733	8664	3140
734	8676	3128
735	8690	3117
736	8702	3105
737	8714	3093
738	8727	3082
739	8740	3070
740	8753	3059
741	8764	3047
742	8775	3035
743	8785	3022
744	8795	3010
745	8808	2999
746	8820	2987
747	8832	2975
748	8846	2964
749	8858	2952
750	8869	2940
751	8883	2929
752	8895	2917
753	8908	2906
754	8919	2894
755	8931	2882
756	8942	2870
757	8954	2858
758	8966	2847
759	8976	2834
760	8988	2822
761	9001	2811
762	9013	2799
763	9028	2788
764	9041	2777
765	9054	2765
766	9068	2754
767	9080	2743
768	9092	2731
769	9104	2719
770	9118	2708
771	9132	2697
772	9146	2686
773	9158	2674
774	9170	2662
775	9182	2650
776	9193	2638
777	9205	2626
778	9219	2615
779	9231	2603
780	9244	2592
781	9254	2580
782	9265	2567
783	9276	2555
784	9286	2543
785	9297	2531
786	9307	2519
787	9318	2506
788	9329	2494
789	9340	2482
790	9351	2470
791	9364	2459
792	9374	2447
793	9384	2434
794	9396	2422
795	9409	2411
796	9420	2399
797	9432	2387
798	9443	2375
799	9455	2363
800	9468	2352
801	9481	2340
802	9493	2329
803	9509	2318
804	9523	2306
805	9534	2294
806	9545	2282
807	9556	2270
808	9567	2258
809	9580	2247
810	9589	2234
811	9600	2222
812	9613	2211
813	9629	2200
814	9639	2188
815	9651	2176
816	9663	2164
817	9675	2152
818	9685	2140
819	9694	2128
820	9706	2116
821	9718	2104
822	9730	2092
823	9742	2080
824	9754	2069
825	9766	2057
826	9777	2045
827	9788	2033
828	9799	2021
829	9812	2009
830	9823	1997
831	9835	1986
832	9849	1974
833	9861	1962
834	9873	1950
835	9885	1939
836	9898	1927
837	9910	1915
838	9921	1903
839	9934	1892
840	9946	1880
841	9959	1868
842	9972	1857
843	9986	1845
844	9997	1833
845	10007	1821
846	10021	1810
847	10034	1798
848	10046	1786
849	10058	1775
850	10070	1763
851	10082	1751
852	10094	1739
853	10105	1727
854	10117	1715
855	10129	1704
856	10140	1692
857	10152	1680
858	10164	1668
859	10176	1656
860	10188	1644
861	10202	1633
862	10213	1621
863	10225	1609
864	10234	1597
865	10245	1585
866	10255	1573
867	10267	1561
868	10280	1549
869	10291	1537
870	10305	1526
871	10316	1514
872	10329	1502
873	10342	1490
874	10352	1478
875	10364	1467
876	10375	1455
877	10385	1443
878	10397	1431
879	10408	1419
880	10418	1407
881	10432	1395
882	10446	1384
883	10456	1372
884	10466	1360
885	10477	1348
886	10489	1336
887	10500	1324
888	10512	1312
889	10522	1300
890	10532	1288
891	10541	1276
892	10549	1264
893	10557	1251
894	10565	1239
895	10576	1227
896	10586	1215
897	10596	1203
898	10605	1191
899	10616	1179
900	10625	1167
901	10636	1155
902	10648	1143
903	10659	1131
904	10669	1119
905	10678	1107
906	10686	1095
907	10696	1083
908	10705	1071
909	10714	1059
910	10723	1047
911	10732	1035
912	10741	1023
913	10751	1011
914	10761	999
915	10771	987
916	10781	975
917	10792	964
918	10803	952
919	10816	940
920	10825	928
921	10835	916
922	10845	904
923	10856	892
924	10869	881
925	10881	869
926	10892	857
927	10903	845
928	10916	834
929	10926	822
930	10939	810
931	10950	798
932	10962	787
933	10975	775
934	10988	763
935	11000	752
936	11012	740
937	11025	728
938	11036	716
939	11048	705
940	11059	693
941	11070	681
942	11081	669
943	11090	657
944	11102	646
945	11112	634
946	11122	622
947	11133	610
948	11144	598
949	11153	587
950	11163	575
951	11174	563
952	11184	551
953	11194	539
954	11205	527
955	11216	516
956	11229	504
957	11241	492
958	11253	481
959	11263	469
960	11274	457
961	11284	445
962	11297	434
963	11310	422
964	11322	410
965	11333	398
966	11344	387
967	11356	375
968	11368	363
969	11378	351
970	11391	340
971	11403	328
972	11416	316
973	11426	305
974	11438	293
975	11449	281
976	11459	269
977	11469	258
978	11480	246
979	11490	234
980	11500	222
981	11509	210
982	11517	199
983	11528	187
984	11538	175
985	11547	163
986	11557	152
987	11572	140
988	11584	128
989	11597	117
990	11609	105
991	11622	93
992	11634	82
993	11646	70
994	11657	58
995	11671	46
996	11683	35
997	11693	23
998	11706	11
999	11718	0
