molecule_chembl_id,target_chembl_id,target_name,bioactivity_type,smiles,standard_value,standard_units,MolWt,LogP,NumHDonors,NumHAcceptors,TPSA,RingCount,QED,BertzCT,fr_sulfonamd,Protein_Weight,Protein_Aromaticity,Protein_Instability,Protein_Isoelectric,Protein_Helix_Frac,Protein_Turn_Frac,Protein_Sheet_Frac,Protein_Hydrophobicity
CHEMBL117716,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O,1270.0,nM,624.7240000000002,-0.2484299999999936,7,8,219.7,4,0.1041905856859023,1543.835929336564,1,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL50117,CHEMBL204,CA I,IC50,CCN(C(=O)C1=CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C1CCCCC1,890.0,nM,396.53500000000025,3.10447,3,3,99.28,3,0.4876517693247314,751.7329787298677,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL108952,CHEMBL204,CA I,IC50,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](CO)c1ccccc1,19.0,nM,557.6080000000004,-0.6088999999999953,7,8,235.3,2,0.0485372852651275,1118.3206013968395,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL3142655,CHEMBL204,CA I,IC50,COc1cc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)cc(OC)c1,50.0,nM,487.60000000000014,3.4704000000000037,2,5,93.89,4,0.4821248095741282,1075.4205375285032,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL337921,CHEMBL204,CA I,IC50,Cc1cc(NC(=O)Cc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)ccc1-n1ccccc1=O,10000.0,nM,474.9730000000002,5.585320000000004,2,5,79.78,5,0.348426639566606,1509.2407274873792,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL340500,CHEMBL204,CA I,IC50,Cc1cc(NC(=O)Cc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)ccc1N1CCOCC1=O,10000.0,nM,480.9770000000003,4.797620000000003,2,5,87.32,5,0.4293374137718305,1319.339152235331,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL117721,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CNC(=O)c2cnccn2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,561.6250000000003,-2.3967299999999923,7,9,232.59,3,0.1134846621911514,1205.3141271363916,1,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL331807,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc(O)nc2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,590.6630000000002,-1.696029999999993,8,9,239.92999999999995,3,0.1029449078331959,1265.3084515999387,1,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL323642,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccccn2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,574.6640000000002,-1.4016299999999933,7,8,219.7,3,0.1168359390569725,1221.4582181916717,1,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL433275,CHEMBL204,CA I,IC50,COC(=O)[C@H](NC(=O)[C@@H]1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)c1ccccc1,20400.0,nM,436.51200000000006,2.03367,4,5,134.37,3,0.2853461890138028,941.2926485777756,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL45692,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC[C@H]2C(=O)NC2CCCCC2)cc1,1320.0,nM,370.4970000000001,2.45207,4,3,108.07,3,0.4561040564564935,653.7836554032788,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL3142745,CHEMBL204,CA I,IC50,Cc1ccc(C)c(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1,38.0,nM,455.6020000000001,4.070040000000002,2,3,75.43,4,0.5639451735528522,1065.7899623634482,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL125499,CHEMBL204,CA I,IC50,O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1F,10000.0,nM,498.9670000000002,5.018400000000004,2,5,87.32,5,0.390608610458574,1335.635796056045,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL431443,CHEMBL204,CA I,IC50,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](C)Cc1ccccc1,43.0,nM,555.6360000000004,0.288700000000005,6,7,215.07,2,0.0588625048844381,1118.3206013968395,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL3142679,CHEMBL204,CA I,IC50,NC(C(=O)N1CCC[C@H]1C(=O)NCc1cccc(O)c1)C(c1ccccc1)c1ccccc1,160.0,nM,443.5470000000001,3.158800000000002,3,4,95.66,4,0.5227245061734596,1019.962042435428,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL124846,CHEMBL204,CA I,IC50,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCCC2=O)cc1,10000.0,nM,450.95100000000025,5.252800000000003,2,4,78.09,5,0.4353931629152608,1238.9379708783183,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL324485,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnc3ccccc3c2)NC(=O)OCc2ccccc2)C1O,2500.0,nM,604.6680000000003,0.5583700000000043,7,8,211.86,4,0.1201551946729349,1433.15444518268,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL331231,CHEMBL204,CA I,IC50,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)Cc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)cc1,10000.0,nM,522.0510000000003,6.196500000000004,2,5,91.92,5,0.2782103238697453,1609.2095533942845,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL124705,CHEMBL204,CA I,IC50,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCCCC2=O)cc1,10000.0,nM,464.9780000000003,5.642900000000004,2,4,78.09,5,0.4006932878166948,1255.1218613822473,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL3349684,CHEMBL204,CA I,IC50,N[C@@H](C(=O)N1CCC[C@H]1C(=O)NC[C@H]1CC[C@H](N)CC1)C(c1ccccc1)c1ccccc1,0.1,nM,448.61100000000016,2.770500000000003,3,4,101.45,4,0.6061501712446973,844.6502586354611,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL333113,CHEMBL204,CA I,IC50,CC1CC(=O)NN=C1c1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1,10000.0,nM,344.82700000000006,3.8049000000000017,2,4,70.14,4,0.741821634982574,910.5708636251736,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL117678,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cccnc2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,574.6640000000002,-1.4016299999999933,7,8,219.7,3,0.1168359390569725,1221.4582181916717,1,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL3142706,CHEMBL204,CA I,IC50,COc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1OC,10000.0,nM,487.60000000000014,3.4704000000000024,2,5,93.89,4,0.4821248095741282,1097.670537528503,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL123151,CHEMBL204,CA I,IC50,O=C(COc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1,10000.0,nM,482.9490000000003,4.325500000000004,2,6,96.55,5,0.426238765602437,1271.3343559738378,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL124370,CHEMBL204,CA I,IC50,Cc1cc(NC(=O)CCc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)ccc1N1CCOCC1=O,10000.0,nM,495.0040000000003,5.187720000000003,2,5,87.32,5,0.3860015840754865,1335.635796056045,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL420322,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCCNC(=O)c2cnccn2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,589.6790000000003,-1.616529999999993,7,9,232.59,3,0.0801483967122805,1237.63130863045,1,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL111195,CHEMBL204,CA I,IC50,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(C)O)C1CCCCC1,16.0,nM,591.666,-0.2205999999999959,6,9,241.37000000000003,2,0.0390950671008251,1061.5399990130295,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL105819,CHEMBL204,CA I,IC50,CC(O)[C@@H](C(=O)N[C@H](C)c1ccccc1)N(C)C(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N,0.008,nM,555.6360000000002,0.7609000000000028,5,7,206.28000000000003,2,0.0737361897649565,1134.2842952003098,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL3142785,CHEMBL204,CA I,IC50,Cc1ccccc1CNC(=O)[C@@H]1CCCN1C(=O)C(N)C(c1ccccc1)c1ccccc1,600.0,nM,441.5750000000001,3.7616200000000015,2,3,75.43,4,0.5862136378029782,1019.9620424354276,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL264876,CHEMBL204,CA I,IC50,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)NCc1ccc(N2CCOCC2=O)cc1,10000.0,nM,480.9770000000003,4.166900000000003,2,5,87.32,5,0.4333947469208432,1271.3343559738378,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL125477,CHEMBL204,CA I,IC50,O=C(NCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)c1ccc(N2CCOCC2=O)cc1,10000.0,nM,466.9500000000003,4.238000000000004,2,5,87.32,5,0.4602894494061865,1255.1218613822475,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL122102,CHEMBL204,CA I,IC50,O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(-n2ccccc2=O)c(F)c1,10000.0,nM,492.96300000000014,5.806100000000004,2,5,79.78,5,0.3138771091439751,1525.8699192805957,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL126208,CHEMBL204,CA I,IC50,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)NCC1CCN(c2ccncc2)CC1,10000.0,nM,466.0100000000003,4.915100000000003,2,5,73.91,5,0.4237736787329103,1175.2491533868065,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL116245,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnccn2)NC(=O)OCc2ccccc2)C1O,2500.0,nM,555.5960000000002,-1.1998299999999935,7,9,224.75,3,0.1294452647150411,1115.1429891094654,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL322178,CHEMBL204,CA I,IC50,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@@H](C)Cc1ccccc1,260.0,nM,555.6360000000004,0.288700000000005,6,7,215.07,2,0.0588625048844381,1118.3206013968395,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL320707,CHEMBL204,CA I,IC50,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](C)c1ccccc1,72.0,nM,541.6090000000004,0.4187000000000032,6,7,215.07,2,0.0645896306035327,1102.388101607302,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL320351,CHEMBL204,CA I,IC50,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@@H](C)c1ccccc1,310.0,nM,541.6090000000004,0.4187000000000032,6,7,215.07,2,0.0645896306035327,1102.388101607302,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL3142678,CHEMBL204,CA I,IC50,Cc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1C,310.0,nM,455.60200000000015,4.070040000000003,2,3,75.43,4,0.5639451735528521,1065.7899623634485,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL3142752,CHEMBL204,CA I,IC50,Cc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1,100.0,nM,441.5750000000001,3.7616200000000015,2,3,75.43,4,0.5862136378029782,1019.9620424354276,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL125839,CHEMBL204,CA I,IC50,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1,10000.0,nM,466.9500000000003,4.489200000000003,2,5,87.32,5,0.4533816518151607,1255.1218613822473,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL124658,CHEMBL204,CA I,IC50,O=C(Cc1ccc2[nH]c(-c3ccc(Br)s3)nc2c1)NCC1CCN(c2ccncc2)CC1,10000.0,nM,510.4610000000003,5.024200000000004,2,5,73.91,5,0.3820459595584971,1175.2491533868065,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL115902,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnc3ccccc3c2)NS(=O)(=O)Cc2ccccc2)C1O,537.0,nM,624.7240000000002,-0.2484299999999945,7,8,219.7,4,0.1041905856859023,1543.835929336564,1,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL49130,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)[C@H]2CCC[C@@H]2C(=O)NCc2ccccc2)cc1,132000.0,nM,378.476,2.31957,4,3,108.07,3,0.4384795607500691,806.8766323606318,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL49808,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC=C2C(=O)NC2CCCCC2)cc1,1510.0,nM,368.48100000000017,2.37217,4,3,108.07,3,0.457124508907799,706.9101350490836,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL123150,CHEMBL204,CA I,IC50,Cc1cc(NC(=O)COc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)ccc1N1CCOCC1=O,10000.0,nM,496.9760000000003,4.633920000000003,2,6,96.54999999999998,5,0.4053206907900801,1335.635796056045,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL122329,CHEMBL204,CA I,IC50,Cc1cc(NC(=O)CCc2ccc3[nH]c(-c4ccc(Br)s4)nc3c2)ccc1N1CCOCC1=O,10000.0,nM,539.4550000000003,5.296820000000004,2,5,87.32,5,0.3484708931026588,1335.635796056045,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL122023,CHEMBL204,CA I,IC50,CCC[C@@H](NC(=O)Nc1ccc(Cl)cc1)C(=O)Nc1ccc(N2CCOCC2=O)cc1,10000.0,nM,444.91900000000027,3.632100000000001,3,4,99.77,3,0.6066811171931195,878.6404836311343,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL124427,CHEMBL204,CA I,IC50,CC1CC(c2ccc3[nH]c(-c4ccc(Br)s4)nc3c2)=NNC1=O,10000.0,nM,389.278,3.9140000000000015,2,4,70.14,4,0.6977609411362077,910.5708636251736,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL416904,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)C2CCC=C2C(=O)Nc2ccccc2)cc1,4900.0,nM,362.433,2.5619700000000005,4,3,108.07,3,0.4683268276856221,846.6711407501839,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL419608,CHEMBL204,CA I,IC50,O=C(Cc1ccc2[nH]c(-c3ccc(Br)s3)nc2c1)Nc1ccc(-n2ccccc2=O)cc1,10000.0,nM,505.39700000000016,5.386000000000004,2,5,79.78,5,0.3364848913768481,1444.0073455964816,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL110564,CHEMBL204,CA I,IC50,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(N)=O,230000.0,nM,437.4570000000003,-1.9733999999999965,6,7,229.06000000000003,1,0.070369298159104,777.8321455062325,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL419222,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cn[nH]c2)NC(=O)OCc2ccccc2)C1O,2500.0,nM,543.5850000000003,-1.266729999999994,8,8,227.65,3,0.1246338669545472,1076.322807889352,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL125552,CHEMBL204,CA I,IC50,O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)c(Cl)c1,10000.0,nM,515.4220000000003,5.532700000000005,2,5,87.32,5,0.3535276881613421,1335.635796056045,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL323833,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cncc(Br)c2)NC(=O)OCc2ccccc2)C1O,2500.0,nM,633.504,0.1676700000000051,7,8,211.86,3,0.1325837148773809,1175.5288493791045,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL321268,CHEMBL204,CA I,IC50,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(C)O)c1ccccc1,8.3,nM,585.6180000000004,-0.4281999999999948,6,9,241.37000000000003,2,0.0393319957975593,1210.5592396342283,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL289840,CHEMBL204,CA I,IC50,CCN(C(=O)[C@@H]1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C1CCCCC1,13200.0,nM,398.5510000000003,3.1843700000000013,3,3,99.28,3,0.4857199736066406,698.0587878704014,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL3142667,CHEMBL204,CA I,IC50,NC(C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1)C(c1ccccc1)c1ccccc1,130.0,nM,427.5480000000001,3.4532000000000025,2,3,75.43,4,0.6064307255365462,960.1784399538496,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL3142799,CHEMBL204,CA I,IC50,Cc1c(C)c(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c(C)c(C)c1CN,11300.0,nM,512.6980000000002,4.1455800000000025,3,4,101.45,4,0.4220986385006601,1191.890505343238,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL420688,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnccn2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,575.6520000000003,-2.0066299999999924,7,9,232.59,3,0.1085200195164277,1221.4582181916717,1,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL298879,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC=C2C(=O)NCC2CCCCC2)cc1,9330.0,nM,382.5080000000002,2.61977,4,3,108.07,3,0.4298707744822205,721.806745104988,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL341510,CHEMBL204,CA I,IC50,N=C(N)c1cccc(N[C@H](C(=O)Nc2ccc(N3CCCCC3=O)cc2)c2ccccc2)c1,10000.0,nM,441.5350000000002,4.279470000000003,4,4,111.31,4,0.3238510212387949,1114.214610669044,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL273196,CHEMBL204,CA I,IC50,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N,0.03,nM,416.5260000000002,-0.454599999999996,4,5,142.91,2,0.1664389692373334,700.8136753725648,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL49050,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC[C@H]2C(=O)N[C@@H](C(=O)O)c2ccccc2)cc1,132000.0,nM,422.485,1.945270000000001,5,4,145.36999999999998,3,0.3259953493350217,925.7634210915342,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL3142680,CHEMBL204,CA I,IC50,Cc1cc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c(C)cc1CN,39.0,nM,484.6440000000002,3.5287400000000018,3,4,101.45,4,0.4552491742476822,1127.9200047662157,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
CHEMBL49082,CHEMBL204,CA I,IC50,CCON(C(=O)C1=CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C1CCCCC1,870.0,nM,412.5340000000003,3.0360700000000005,3,4,108.51,3,0.3463341048632167,766.7612669530288,0,28869.8371,0.09578544061302682,25.782758620689652,6.591811180114747,0.27969348659003834,0.36015325670498083,0.32950191570881227,-0.5363984674329502
