molecule_chembl_id,target_chembl_id,target_name,bioactivity_type,smiles,standard_value,standard_units,MolWt,LogP,NumHDonors,NumHAcceptors,TPSA,RingCount,QED,BertzCT,fr_sulfonamd
CHEMBL117716,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O,1270.0,nM,624.7240000000002,-0.24842999999999366,7,8,219.7,4,0.10419058568590236,1543.835929336564,1
CHEMBL50117,CHEMBL204,CA I,IC50,CCN(C(=O)C1=CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C1CCCCC1,890.0,nM,396.53500000000025,3.10447,3,3,99.28,3,0.4876517693247314,751.7329787298677,0
CHEMBL108952,CHEMBL204,CA I,IC50,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](CO)c1ccccc1,19.0,nM,557.6080000000004,-0.6088999999999953,7,8,235.3,2,0.0485372852651275,1118.3206013968395,0
CHEMBL3142655,CHEMBL204,CA I,IC50,COc1cc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)cc(OC)c1,50.0,nM,487.60000000000014,3.4704000000000033,2,5,93.89,4,0.48212480957412823,1075.4205375285032,0
CHEMBL337921,CHEMBL204,CA I,IC50,Cc1cc(NC(=O)Cc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)ccc1-n1ccccc1=O,10000.0,nM,474.9730000000002,5.585320000000004,2,5,79.78,5,0.348426639566606,1509.2407274873792,0
CHEMBL340500,CHEMBL204,CA I,IC50,Cc1cc(NC(=O)Cc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)ccc1N1CCOCC1=O,10000.0,nM,480.9770000000003,4.797620000000003,2,5,87.32,5,0.42933741377183054,1319.339152235331,0
CHEMBL117721,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CNC(=O)c2cnccn2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,561.6250000000003,-2.3967299999999923,7,9,232.58999999999997,3,0.11348466219115148,1205.3141271363916,1
CHEMBL331807,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc(O)nc2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,590.6630000000002,-1.696029999999993,8,9,239.92999999999995,3,0.1029449078331959,1265.3084515999387,1
CHEMBL323642,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccccn2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,574.6640000000002,-1.4016299999999933,7,8,219.7,3,0.11683593905697251,1221.4582181916717,1
CHEMBL433275,CHEMBL204,CA I,IC50,COC(=O)[C@H](NC(=O)[C@@H]1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)c1ccccc1,20400.0,nM,436.51200000000006,2.03367,4,5,134.37,3,0.2853461890138028,941.2926485777756,0
CHEMBL45692,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC[C@H]2C(=O)NC2CCCCC2)cc1,1320.0,nM,370.4970000000001,2.45207,4,3,108.07,3,0.45610405645649355,653.7836554032788,0
CHEMBL3142745,CHEMBL204,CA I,IC50,Cc1ccc(C)c(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1,38.0,nM,455.6020000000001,4.070040000000002,2,3,75.43,4,0.5639451735528522,1065.7899623634482,0
CHEMBL125499,CHEMBL204,CA I,IC50,O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1F,10000.0,nM,498.96700000000027,5.018400000000004,2,5,87.32,5,0.39060861045857403,1335.635796056045,0
CHEMBL431443,CHEMBL204,CA I,IC50,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](C)Cc1ccccc1,43.0,nM,555.6360000000004,0.28870000000000506,6,7,215.07000000000002,2,0.05886250488443819,1118.3206013968395,0
CHEMBL3142679,CHEMBL204,CA I,IC50,NC(C(=O)N1CCC[C@H]1C(=O)NCc1cccc(O)c1)C(c1ccccc1)c1ccccc1,160.0,nM,443.5470000000001,3.158800000000002,3,4,95.66000000000001,4,0.5227245061734596,1019.9620424354279,0
CHEMBL124846,CHEMBL204,CA I,IC50,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCCC2=O)cc1,10000.0,nM,450.95100000000025,5.252800000000003,2,4,78.09,5,0.43539316291526087,1238.9379708783183,0
CHEMBL324485,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnc3ccccc3c2)NC(=O)OCc2ccccc2)C1O,2500.0,nM,604.6680000000003,0.5583700000000043,7,8,211.85999999999999,4,0.12015519467293495,1433.1544451826799,0
CHEMBL331231,CHEMBL204,CA I,IC50,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)Cc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)cc1,10000.0,nM,522.0510000000003,6.196500000000004,2,5,91.92,5,0.27821032386974537,1609.2095533942843,0
CHEMBL124705,CHEMBL204,CA I,IC50,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCCCC2=O)cc1,10000.0,nM,464.9780000000003,5.642900000000004,2,4,78.09,5,0.40069328781669483,1255.1218613822473,0
CHEMBL3349684,CHEMBL204,CA I,IC50,N[C@@H](C(=O)N1CCC[C@H]1C(=O)NC[C@H]1CC[C@H](N)CC1)C(c1ccccc1)c1ccccc1,0.1,nM,448.61100000000016,2.770500000000003,3,4,101.45,4,0.6061501712446973,844.6502586354611,0
CHEMBL333113,CHEMBL204,CA I,IC50,CC1CC(=O)NN=C1c1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1,10000.0,nM,344.82700000000006,3.8049000000000017,2,4,70.14,4,0.741821634982574,910.5708636251736,0
CHEMBL117678,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cccnc2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,574.6640000000002,-1.4016299999999933,7,8,219.7,3,0.11683593905697251,1221.4582181916717,1
CHEMBL3142706,CHEMBL204,CA I,IC50,COc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1OC,10000.0,nM,487.60000000000014,3.4704000000000024,2,5,93.89,4,0.48212480957412823,1097.670537528503,0
CHEMBL123151,CHEMBL204,CA I,IC50,O=C(COc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1,10000.0,nM,482.9490000000003,4.3255000000000035,2,6,96.55000000000001,5,0.42623876560243706,1271.3343559738378,0
CHEMBL124370,CHEMBL204,CA I,IC50,Cc1cc(NC(=O)CCc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)ccc1N1CCOCC1=O,10000.0,nM,495.0040000000003,5.187720000000003,2,5,87.32,5,0.3860015840754865,1335.6357960560447,0
CHEMBL420322,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCCNC(=O)c2cnccn2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,589.6790000000003,-1.616529999999993,7,9,232.58999999999997,3,0.08014839671228056,1237.6313086304501,1
CHEMBL111195,CHEMBL204,CA I,IC50,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(C)O)C1CCCCC1,16.0,nM,591.666,-0.2205999999999959,6,9,241.37000000000003,2,0.039095067100825144,1061.5399990130295,0
CHEMBL105819,CHEMBL204,CA I,IC50,CC(O)[C@@H](C(=O)N[C@H](C)c1ccccc1)N(C)C(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N,0.008,nM,555.6360000000002,0.7609000000000028,5,7,206.28000000000003,2,0.07373618976495659,1134.2842952003098,0
CHEMBL3142785,CHEMBL204,CA I,IC50,Cc1ccccc1CNC(=O)[C@@H]1CCCN1C(=O)C(N)C(c1ccccc1)c1ccccc1,600.0,nM,441.5750000000001,3.7616200000000024,2,3,75.43,4,0.5862136378029782,1019.9620424354277,0
CHEMBL264876,CHEMBL204,CA I,IC50,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)NCc1ccc(N2CCOCC2=O)cc1,10000.0,nM,480.9770000000003,4.166900000000003,2,5,87.32,5,0.43339474692084323,1271.3343559738378,0
CHEMBL125477,CHEMBL204,CA I,IC50,O=C(NCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)c1ccc(N2CCOCC2=O)cc1,10000.0,nM,466.9500000000003,4.238000000000004,2,5,87.32,5,0.46028944940618655,1255.1218613822475,0
CHEMBL122102,CHEMBL204,CA I,IC50,O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(-n2ccccc2=O)c(F)c1,10000.0,nM,492.96300000000014,5.806100000000004,2,5,79.78,5,0.31387710914397515,1525.8699192805955,0
CHEMBL126208,CHEMBL204,CA I,IC50,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)NCC1CCN(c2ccncc2)CC1,10000.0,nM,466.0100000000003,4.915100000000003,2,5,73.91,5,0.4237736787329103,1175.2491533868065,0
CHEMBL116245,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnccn2)NC(=O)OCc2ccccc2)C1O,2500.0,nM,555.5960000000002,-1.1998299999999937,7,9,224.74999999999997,3,0.12944526471504117,1115.1429891094654,0
CHEMBL322178,CHEMBL204,CA I,IC50,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@@H](C)Cc1ccccc1,260.0,nM,555.6360000000004,0.28870000000000506,6,7,215.07000000000002,2,0.05886250488443819,1118.3206013968395,0
CHEMBL320707,CHEMBL204,CA I,IC50,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](C)c1ccccc1,72.0,nM,541.6090000000004,0.4187000000000032,6,7,215.07000000000002,2,0.06458963060353279,1102.3881016073021,0
CHEMBL320351,CHEMBL204,CA I,IC50,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@@H](C)c1ccccc1,310.0,nM,541.6090000000004,0.4187000000000032,6,7,215.07000000000002,2,0.06458963060353279,1102.3881016073021,0
CHEMBL3142678,CHEMBL204,CA I,IC50,Cc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1C,310.0,nM,455.60200000000015,4.070040000000003,2,3,75.43,4,0.5639451735528521,1065.7899623634485,0
CHEMBL3142752,CHEMBL204,CA I,IC50,Cc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1,100.0,nM,441.5750000000001,3.7616200000000024,2,3,75.43,4,0.5862136378029782,1019.9620424354277,0
CHEMBL125839,CHEMBL204,CA I,IC50,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1,10000.0,nM,466.9500000000003,4.489200000000003,2,5,87.32,5,0.45338165181516077,1255.1218613822473,0
CHEMBL124658,CHEMBL204,CA I,IC50,O=C(Cc1ccc2[nH]c(-c3ccc(Br)s3)nc2c1)NCC1CCN(c2ccncc2)CC1,10000.0,nM,510.4610000000003,5.024200000000004,2,5,73.91,5,0.38204595955849713,1175.2491533868065,0
CHEMBL115902,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnc3ccccc3c2)NS(=O)(=O)Cc2ccccc2)C1O,537.0,nM,624.7240000000002,-0.24842999999999454,7,8,219.7,4,0.10419058568590236,1543.835929336564,1
CHEMBL49130,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)[C@H]2CCC[C@@H]2C(=O)NCc2ccccc2)cc1,132000.0,nM,378.476,2.3195699999999997,4,3,108.07,3,0.4384795607500691,806.8766323606318,0
CHEMBL49808,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC=C2C(=O)NC2CCCCC2)cc1,1510.0,nM,368.48100000000017,2.3721699999999997,4,3,108.07,3,0.457124508907799,706.9101350490836,0
CHEMBL123150,CHEMBL204,CA I,IC50,Cc1cc(NC(=O)COc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)ccc1N1CCOCC1=O,10000.0,nM,496.9760000000003,4.633920000000003,2,6,96.54999999999998,5,0.40532069079008015,1335.6357960560447,0
CHEMBL122329,CHEMBL204,CA I,IC50,Cc1cc(NC(=O)CCc2ccc3[nH]c(-c4ccc(Br)s4)nc3c2)ccc1N1CCOCC1=O,10000.0,nM,539.4550000000003,5.296820000000004,2,5,87.32,5,0.3484708931026588,1335.6357960560447,0
CHEMBL122023,CHEMBL204,CA I,IC50,CCC[C@@H](NC(=O)Nc1ccc(Cl)cc1)C(=O)Nc1ccc(N2CCOCC2=O)cc1,10000.0,nM,444.91900000000027,3.632100000000001,3,4,99.77000000000001,3,0.6066811171931195,878.6404836311343,0
CHEMBL124427,CHEMBL204,CA I,IC50,CC1CC(c2ccc3[nH]c(-c4ccc(Br)s4)nc3c2)=NNC1=O,10000.0,nM,389.278,3.9140000000000024,2,4,70.14,4,0.6977609411362077,910.5708636251737,0
CHEMBL416904,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)C2CCC=C2C(=O)Nc2ccccc2)cc1,4900.0,nM,362.433,2.5619700000000005,4,3,108.07,3,0.46832682768562217,846.6711407501839,0
CHEMBL419608,CHEMBL204,CA I,IC50,O=C(Cc1ccc2[nH]c(-c3ccc(Br)s3)nc2c1)Nc1ccc(-n2ccccc2=O)cc1,10000.0,nM,505.39700000000016,5.386000000000004,2,5,79.78,5,0.33648489137684817,1444.0073455964816,0
CHEMBL110564,CHEMBL204,CA I,IC50,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(N)=O,230000.0,nM,437.4570000000003,-1.9733999999999963,6,7,229.06000000000003,1,0.07036929815910405,777.8321455062325,0
CHEMBL419222,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cn[nH]c2)NC(=O)OCc2ccccc2)C1O,2500.0,nM,543.5850000000003,-1.2667299999999941,8,8,227.64999999999998,3,0.12463386695454723,1076.3228078893521,0
CHEMBL125552,CHEMBL204,CA I,IC50,O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)c(Cl)c1,10000.0,nM,515.4220000000003,5.532700000000005,2,5,87.32,5,0.3535276881613421,1335.635796056045,0
CHEMBL323833,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cncc(Br)c2)NC(=O)OCc2ccccc2)C1O,2500.0,nM,633.504,0.16767000000000515,7,8,211.85999999999999,3,0.13258371487738096,1175.5288493791043,0
CHEMBL321268,CHEMBL204,CA I,IC50,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(C)O)c1ccccc1,8.3,nM,585.6180000000004,-0.4281999999999948,6,9,241.37000000000003,2,0.039331995797559305,1210.5592396342283,0
CHEMBL289840,CHEMBL204,CA I,IC50,CCN(C(=O)[C@@H]1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C1CCCCC1,13200.0,nM,398.5510000000003,3.1843700000000013,3,3,99.28,3,0.4857199736066406,698.0587878704014,0
CHEMBL3142667,CHEMBL204,CA I,IC50,NC(C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1)C(c1ccccc1)c1ccccc1,130.0,nM,427.5480000000001,3.4532000000000025,2,3,75.43,4,0.6064307255365462,960.1784399538496,0
CHEMBL3142799,CHEMBL204,CA I,IC50,Cc1c(C)c(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c(C)c(C)c1CN,11300.0,nM,512.6980000000002,4.1455800000000025,3,4,101.45,4,0.42209863850066015,1191.8905053432381,0
CHEMBL420688,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnccn2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,575.6520000000003,-2.0066299999999924,7,9,232.58999999999997,3,0.10852001951642774,1221.4582181916717,1
CHEMBL298879,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC=C2C(=O)NCC2CCCCC2)cc1,9330.0,nM,382.5080000000002,2.61977,4,3,108.07,3,0.4298707744822205,721.806745104988,0
CHEMBL341510,CHEMBL204,CA I,IC50,N=C(N)c1cccc(N[C@H](C(=O)Nc2ccc(N3CCCCC3=O)cc2)c2ccccc2)c1,10000.0,nM,441.5350000000002,4.279470000000003,4,4,111.31,4,0.32385102123879494,1114.214610669044,0
CHEMBL273196,CHEMBL204,CA I,IC50,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N,0.03,nM,416.5260000000002,-0.45459999999999606,4,5,142.91,2,0.16643896923733342,700.8136753725648,0
CHEMBL49050,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC[C@H]2C(=O)N[C@@H](C(=O)O)c2ccccc2)cc1,132000.0,nM,422.485,1.945270000000001,5,4,145.36999999999998,3,0.3259953493350217,925.7634210915342,0
CHEMBL3142680,CHEMBL204,CA I,IC50,Cc1cc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c(C)cc1CN,39.0,nM,484.6440000000002,3.5287400000000018,3,4,101.45,4,0.4552491742476822,1127.9200047662157,0
CHEMBL49082,CHEMBL204,CA I,IC50,CCON(C(=O)C1=CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C1CCCCC1,870.0,nM,412.5340000000003,3.0360700000000005,3,4,108.51,3,0.3463341048632167,766.7612669530288,0
CHEMBL3142676,CHEMBL204,CA I,IC50,NC(C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)cc(Cl)c1)C(c1ccccc1)c1ccccc1,450.0,nM,496.4380000000001,4.760000000000004,2,3,75.43,4,0.4954971812495101,1045.539962363448,0
CHEMBL125876,CHEMBL204,CA I,IC50,O=C(Nc1ccc(N2CCOCC2=O)cc1)c1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1,10000.0,nM,452.9230000000001,4.560300000000003,2,5,87.32000000000001,5,0.47483574623920083,1238.9379708783185,0
CHEMBL431080,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2nc3ccccc3nc2O)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,641.7110000000001,-1.1478299999999941,8,10,252.81999999999996,4,0.08656963114500318,1592.2412223770132,1
CHEMBL115378,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2nccc3ccccc23)NC(=O)OCc2ccccc2)C1O,2500.0,nM,604.6680000000003,0.5583700000000051,7,8,211.85999999999999,4,0.12015519467293495,1427.9044451826799,0
CHEMBL125495,CHEMBL204,CA I,IC50,O=C(CNC(=O)Nc1ccc(Cl)cc1)Nc1ccc(N2CCOCC2=O)cc1,10000.0,nM,402.83800000000025,2.4634,3,4,99.77000000000001,3,0.7148270975798018,817.346961751324,0
CHEMBL49757,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC[C@H]2C(=O)NCc2ccccc2)cc1,44700.0,nM,378.476,2.3195699999999997,4,3,108.07,3,0.4384795607500691,806.8766323606318,0
CHEMBL125491,CHEMBL204,CA I,IC50,O=C(CCc1ccc2[nH]c(-c3ccc(Br)s3)nc2c1)NCC1CCN(c2ccncc2)CC1,10000.0,nM,524.4880000000002,5.414300000000004,2,5,73.91,5,0.3390320372571585,1191.3157046244285,0
CHEMBL419202,CHEMBL204,CA I,IC50,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](CO)C1CCCCC1,19.0,nM,563.6560000000001,-0.40129999999999644,7,8,235.3,2,0.04823049056508198,971.3695778185156,0
CHEMBL17646,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)C2CCC=C2C(=O)NCc2ccccc2)cc1,11200.0,nM,376.46000000000004,2.2396699999999994,4,3,108.07,3,0.4394916612714831,862.0141468394087,0
CHEMBL3142739,CHEMBL204,CA I,IC50,NC(C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1Cl)C(c1ccccc1)c1ccccc1,260.0,nM,496.4380000000001,4.760000000000004,2,3,75.43,4,0.4954971812495101,1065.789962363448,0
CHEMBL3142553,CHEMBL204,CA I,IC50,CN(C)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)cc1,4000.0,nM,470.6170000000001,3.519200000000003,2,4,78.67,4,0.5280966304955347,1048.2948498656117,0
CHEMBL3142750,CHEMBL204,CA I,IC50,NC(C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1)C(c1ccccc1)c1ccccc1,12.0,nM,461.9930000000001,4.106600000000004,2,3,75.43,4,0.5556824534796477,1019.9620424354279,0
CHEMBL3142700,CHEMBL204,CA I,IC50,NC(C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Br)c1)C(c1ccccc1)c1ccccc1,10.0,nM,506.4440000000001,4.2157000000000036,2,3,75.43,4,0.5042639356792229,1019.9620424354279,0
CHEMBL298122,CHEMBL204,CA I,IC50,CCN(C(=O)C1=CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)c1ccccc1,980.0,nM,390.4870000000001,2.976370000000001,3,3,99.28,3,0.5005053032457958,892.8143140188289,0
CHEMBL168471,CHEMBL204,CA I,IC50,CC(C)C[C@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C,100000.0,nM,372.46200000000005,1.8583999999999996,2,4,92.34,1,0.6473140659405334,650.4947910376816,1
CHEMBL117656,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cncc(Br)c2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,653.5600000000001,-0.6391299999999938,7,8,219.7,3,0.11429558345410236,1282.5584515999387,1
CHEMBL117092,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2nccc3ccccc23)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,nM,624.7240000000002,-0.24842999999999366,7,8,219.7,4,0.10419058568590236,1538.5859293365643,1
CHEMBL3142751,CHEMBL204,CA I,IC50,NC(C(=O)N1CCC[C@H]1C(=O)NCc1ccc(S(N)(=O)=O)cc1)C(c1ccccc1)c1ccccc1,13000.0,nM,506.62800000000016,2.100600000000002,3,5,135.59,4,0.4299396764968666,1217.3845716511803,1
CHEMBL3142675,CHEMBL204,CA I,IC50,COc1cccc(OC)c1CNC(=O)[C@@H]1CCCN1C(=O)C(N)C(c1ccccc1)c1ccccc1,10000.0,nM,487.60000000000014,3.4704000000000024,2,5,93.89,4,0.48212480957412823,1075.4205375285032,0
CHEMBL124657,CHEMBL204,CA I,IC50,O=C(Cc1ccc(N2CCOCC2=O)cc1)Nc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1,10000.0,nM,466.95000000000016,4.489200000000003,2,5,87.32000000000001,5,0.453381651815161,1255.1218613822473,0
CHEMBL125939,CHEMBL204,CA I,IC50,O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1,10000.0,nM,480.97700000000026,4.879300000000004,2,5,87.32,5,0.4114907147782256,1271.3343559738378,0
CHEMBL325869,CHEMBL204,CA I,IC50,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnnc3ccccc23)NS(=O)(=O)Cc2ccccc2)C1O,1770.0,nM,625.7120000000001,-0.8534299999999941,7,9,232.58999999999997,4,0.09725115399402506,1538.5859293365643,1
CHEMBL115707,CHEMBL204,CA I,IC50,Cc1cnc(C(=O)NCC[C@@H](NC(=O)OCc2ccccc2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)cn1,2500.0,nM,569.6230000000003,-0.891409999999996,7,9,224.75,3,0.13046473017114282,1158.2788493791043,0
CHEMBL117672,CHEMBL204,CA I,IC50,N=C(N)NCCCC(NS(=O)(=O)Cc1ccccc1)C(=O)NCC(=O)N[C@H]1CCCN(C(=N)N)C1O,2500.0,nM,525.6360000000003,-2.3534599999999934,9,7,239.60999999999999,2,0.08043617222535109,968.1244653206792,1
CHEMBL266349,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,4700.0,nM,429.52100000000024,0.8108700000000015,5,5,148.60999999999999,3,0.28970768691801574,783.8321455062323,0
CHEMBL420338,CHEMBL204,CA I,IC50,Cc1cc(NC(=O)Cc2ccc3[nH]c(-c4ccc(Br)s4)nc3c2)ccc1N1CCOCC1=O,10000.0,nM,525.4280000000002,4.9067200000000035,2,5,87.32,5,0.38798863075731893,1319.339152235331,0
CHEMBL327093,CHEMBL204,CA I,IC50,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](C(=O)O)C1CCCCC1,55.0,nM,577.639,-0.3089999999999957,7,8,252.37,2,0.0470335542132009,1045.7604582719077,0
CHEMBL44883,CHEMBL204,CA I,IC50,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC=C2C(=O)N2CCCCC2)cc1,6030.0,nM,354.4540000000002,1.9357699999999993,3,3,99.27999999999999,3,0.5563901899523791,692.0587878704014,0
CHEMBL114715,CHEMBL204,CA I,IC50,N=C(N)NCCCNC(=O)[C@@H]1CCCCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O,22400.0,nM,438.5730000000003,0.3700700000000037,6,5,160.64,2,0.1542623996578814,585.1595681836991,0
CHEMBL3142628,CHEMBL204,CA I,IC50,COc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1,36.0,nM,457.57400000000007,3.461800000000002,2,4,84.66,4,0.5425961116847784,1035.790767682259,0
